CustomerID,recency_days,purchase_frequency,historical_revenue,total_quantity,unique_products,customer_tenure_days,average_order_value,avg_quantity_per_order,orders_per_month,revenue_90d,revenue_30d,previous_90d_revenue,spending_trend,future_revenue,country
12477,47,2,4576.97,1367,97,109,2288.485,683.5,0.43165467625899284,2221.02,0.0,2355.9500000000003,-134.9300000000003,8642.77,Germany
12480,75,2,1587.27,762,67,144,793.635,381.0,0.3448275862068966,771.02,0.0,816.25,-45.23000000000002,1694.36,Germany
12481,12,7,3100.55,1944,104,173,442.9357142857143,277.7142857142857,1.0344827586206897,1706.12,873.78,1394.43,311.6899999999998,2495.77,Germany
12483,13,4,994.6600000000001,441,24,147,248.66500000000002,110.25,0.6779661016949152,447.1,124.10000000000001,547.56,-100.45999999999992,1490.3200000000002,Sweden
12484,144,1,1138.67,630,98,144,1138.67,630.0,0.1724137931034483,0.0,0.0,1138.67,-1138.67,3403.05,Spain
12489,144,1,334.93,105,15,144,334.93,105.0,0.1724137931034483,0.0,0.0,334.93,-334.93,0.0,France
12490,22,2,1195.72,712,51,137,597.86,356.0,0.3592814371257485,331.5,331.5,864.22,-532.72,4222.21,France
12493,5,1,232.5,88,12,5,232.5,88.0,0.8571428571428571,232.5,232.5,0.0,232.5,201.24,France
12494,4,4,715.64,285,34,173,178.91,71.25,0.5911330049261084,403.09000000000003,403.09000000000003,312.55,90.54000000000002,530.46,France
12500,74,4,1210.2,908,9,141,302.55,227.0,0.7017543859649122,491.28,0.0,718.92,-227.64,3047.62,Germany
12501,144,1,2169.39,1783,149,144,2169.39,1783.0,0.1724137931034483,0.0,0.0,2169.39,-2169.39,0.0,Germany
12502,25,3,1842.65,434,61,117,614.2166666666667,144.66666666666666,0.6122448979591836,1225.4,522.6,617.25,608.1500000000001,1881.22,Spain
12506,40,1,73.5,23,23,40,73.5,23.0,0.4285714285714286,73.5,0.0,0.0,73.5,0.0,France
12507,106,1,446.16,219,13,106,446.16,219.0,0.22058823529411764,0.0,0.0,446.16,-446.16,858.65,Spain
12509,92,1,176.5,55,7,92,176.5,55.0,0.24590163934426232,0.0,0.0,176.5,-176.5,0.0,France
12510,133,1,681.05,294,29,133,681.05,294.0,0.18404907975460122,0.0,0.0,681.05,-681.05,301.52,Spain
12514,75,1,1017.6800000000001,440,51,75,1017.6800000000001,440.0,0.2857142857142857,1017.6800000000001,0.0,0.0,1017.6800000000001,0.0,Italy
12515,161,1,383.7,131,16,161,383.7,131.0,0.15706806282722513,0.0,0.0,383.7,-383.7,0.0,Italy
12520,12,3,1697.56,945,94,81,565.8533333333334,315.0,0.8108108108108107,1697.56,463.6,0.0,1697.56,936.7,Germany
12523,60,4,500.19,271,30,139,125.0475,67.75,0.7100591715976331,253.84,0.0,246.35,7.490000000000009,1289.58,France
12524,12,5,2833.38,2123,83,141,566.676,424.6,0.8771929824561403,1970.6499999999999,400.88,862.73,1107.9199999999998,1652.3400000000001,Germany
12527,102,2,284.92,221,15,133,142.46,110.5,0.36809815950920244,0.0,0.0,284.92,-284.92,63.79,Germany
12528,84,2,771.66,358,38,120,385.83,179.0,0.4,278.13,0.0,493.53,-215.39999999999998,1161.82,Germany
12530,41,2,805.0,327,25,144,402.5,163.5,0.3448275862068966,417.6,0.0,387.40000000000003,30.19999999999999,857.28,Germany
12539,70,3,4517.69,1621,125,141,1505.8966666666665,540.3333333333334,0.5263157894736842,1085.99,0.0,3431.7,-2345.71,1050.66,Spain
12540,0,6,6144.53,2835,125,169,1024.0883333333334,472.5,0.9045226130653266,3827.36,2686.6,2317.17,1510.19,7255.71,Spain
12541,88,1,312.4,288,17,88,312.4,288.0,0.2542372881355932,312.4,0.0,0.0,312.4,668.78,Spain
12545,67,1,628.15,346,34,67,628.15,346.0,0.30927835051546393,628.15,0.0,0.0,628.15,372.24,Spain
12547,5,2,207.8,134,7,88,103.9,67.0,0.5084745762711864,207.8,48.4,0.0,207.8,0.0,Spain
12551,165,1,168.0,100,10,165,168.0,100.0,0.15384615384615385,0.0,0.0,168.0,-168.0,0.0,Spain
12553,12,5,1734.6200000000001,978,73,137,346.92400000000004,195.6,0.8982035928143713,1028.01,352.85,706.61,321.4,1957.66,France
12557,64,3,4854.62,1958,9,179,1618.2066666666667,652.6666666666666,0.43062200956937796,817.5,0.0,4037.1200000000003,-3219.6200000000003,7136.34,Spain
12559,118,2,561.71,283,21,127,280.855,141.5,0.38216560509554137,0.0,0.0,561.71,-561.71,0.0,Germany
12561,110,1,238.85,177,16,110,238.85,177.0,0.2142857142857143,0.0,0.0,238.85,-238.85,0.0,Germany
12562,6,1,444.96000000000004,183,21,6,444.96000000000004,183.0,0.8333333333333334,444.96000000000004,444.96000000000004,0.0,444.96000000000004,3336.78,France
12564,69,1,456.90000000000003,133,21,69,456.90000000000003,133.0,0.30303030303030304,456.90000000000003,0.0,0.0,456.90000000000003,0.0,France
12565,96,1,145.92000000000002,80,9,96,145.92000000000002,80.0,0.23809523809523808,0.0,0.0,145.92000000000002,-145.92000000000002,0.0,Saudi Arabia
12567,9,4,3884.32,1629,163,177,971.08,407.25,0.5797101449275363,705.21,705.21,3179.11,-2473.9,5516.96,France
12569,26,5,1164.32,492,29,60,232.86399999999998,98.4,1.6666666666666667,1164.32,367.92,0.0,1164.32,2960.37,Germany
12573,35,1,160.54000000000002,84,26,35,160.54000000000002,84.0,0.46153846153846145,160.54000000000002,0.0,0.0,160.54000000000002,0.0,France
12574,123,1,218.45000000000002,61,11,123,218.45000000000002,61.0,0.19607843137254904,0.0,0.0,218.45000000000002,-218.45000000000002,0.0,France
12576,26,2,421.65000000000003,315,30,112,210.82500000000002,157.5,0.4225352112676056,154.8,154.8,266.85,-112.05000000000001,894.1800000000001,Poland
12577,167,1,195.89,134,67,167,195.89,134.0,0.15228426395939088,0.0,0.0,195.89,-195.89,461.91,France
12578,138,1,1608.66,748,70,138,1608.66,748.0,0.17857142857142858,0.0,0.0,1608.66,-1608.66,1185.85,Italy
12580,54,1,415.7,238,24,54,415.7,238.0,0.35714285714285715,415.7,0.0,0.0,415.7,0.0,Germany
12582,46,2,511.36,300,21,96,255.68,150.0,0.47619047619047616,306.2,0.0,205.16,101.03999999999999,0.0,Finland
12583,8,5,3042.39,2025,62,181,608.478,405.0,0.7109004739336493,1134.81,421.96000000000004,1051.72,83.08999999999992,4238.99,France
12584,88,1,463.63,84,18,88,463.63,84.0,0.2542372881355932,463.63,0.0,0.0,463.63,1874.52,Italy
12585,42,2,2040.1,1279,77,159,1020.05,639.5,0.31746031746031744,777.25,0.0,1262.85,-485.5999999999999,0.0,Germany
12590,19,2,9864.26,4283,68,19,4932.13,2141.5,1.2244897959183674,9864.26,9864.26,0.0,9864.26,0.0,Germany
12591,125,1,452.84999999999997,228,26,125,452.84999999999997,228.0,0.1935483870967742,0.0,0.0,452.84999999999997,-452.84999999999997,0.0,Italy
12592,21,1,231.8,165,9,21,231.8,165.0,0.5882352941176471,231.8,231.8,0.0,231.8,205.8,Germany
12593,26,1,236.0,100,11,26,236.0,100.0,0.5357142857142857,236.0,236.0,0.0,236.0,182.1,France
12594,0,6,1764.99,895,40,130,294.165,149.16666666666666,1.125,1167.99,587.45,597.0,570.99,1573.23,Italy
12596,50,1,269.95,156,15,50,269.95,156.0,0.37499999999999994,269.95,0.0,0.0,269.95,348.32,Spain
12597,76,1,516.15,230,30,76,516.15,230.0,0.2830188679245283,516.15,0.0,0.0,516.15,3295.07,Spain
12598,28,3,1285.74,686,40,92,428.58,228.66666666666666,0.7377049180327869,564.88,564.88,720.86,-155.98000000000002,1737.34,France
12599,16,3,463.86,428,22,112,154.62,142.66666666666666,0.6338028169014085,151.4,151.4,312.46,-161.05999999999997,568.72,France
12600,12,6,1315.96,336,16,179,219.32666666666668,56.0,0.8612440191387559,613.22,202.26,702.74,-89.51999999999998,1283.08,Germany
12601,12,4,508.96000000000004,222,18,140,127.24000000000001,55.5,0.7058823529411764,251.60000000000002,140.6,257.36,-5.759999999999991,68.1,Germany
12604,69,1,178.5,137,10,69,178.5,137.0,0.30303030303030304,178.5,0.0,0.0,178.5,75.67999999999999,France
12609,126,1,287.93,223,16,126,287.93,223.0,0.1923076923076923,0.0,0.0,287.93,-287.93,838.9200000000001,Germany
12613,5,4,1462.52,759,65,70,365.63,189.75,1.2,1462.52,640.86,0.0,1462.52,1881.8600000000001,Germany
12614,85,1,315.6,76,20,85,315.6,76.0,0.2608695652173913,315.6,0.0,0.0,315.6,0.0,Germany
12616,105,1,255.60000000000002,98,11,105,255.60000000000002,98.0,0.2222222222222222,0.0,0.0,255.60000000000002,-255.60000000000002,457.7,France
12619,42,2,631.66,512,11,61,315.83,256.0,0.6593406593406593,631.66,0.0,0.0,631.66,3009.58,Germany
12620,12,1,561.66,434,33,12,561.66,434.0,0.7142857142857143,561.66,561.66,0.0,561.66,777.75,France
12621,8,10,7355.82,3818,151,173,735.582,381.8,1.477832512315271,4436.93,2267.13,2918.89,1518.0400000000004,6333.85,Germany
12622,40,1,180.1,69,11,40,180.1,69.0,0.4285714285714286,180.1,0.0,0.0,180.1,0.0,Germany
12623,84,1,305.1,191,18,84,305.1,191.0,0.2631578947368421,305.1,0.0,0.0,305.1,0.0,Germany
12625,19,2,2683.82,1612,73,127,1341.91,806.0,0.38216560509554137,967.2,967.2,1716.6200000000001,-749.4200000000001,0.0,Germany
12626,124,2,1274.1000000000001,460,57,134,637.0500000000001,230.0,0.36585365853658536,0.0,0.0,1274.1000000000001,-1274.1000000000001,5346.38,Germany
12633,4,2,1729.55,931,61,95,864.775,465.5,0.4800000000000001,716.73,716.73,1012.8199999999999,-296.0899999999999,434.43,Germany
12637,47,4,2391.75,1085,120,131,597.9375,271.25,0.7453416149068324,875.07,0.0,1516.68,-641.61,3630.15,France
12639,46,1,486.1,201,22,46,486.1,201.0,0.39473684210526316,486.1,0.0,0.0,486.1,0.0,Sweden
12643,28,3,1411.92,894,9,140,470.64000000000004,298.0,0.5294117647058824,540.72,540.72,871.1999999999999,-330.4799999999999,1932.72,France
12645,27,2,798.9,475,33,124,399.45,237.5,0.3896103896103896,429.6,429.6,369.3,60.30000000000001,976.28,Germany
12647,7,7,2302.31,762,51,177,328.90142857142854,108.85714285714286,1.0144927536231882,1108.71,293.25,1193.6,-84.88999999999987,1420.51,Germany
12649,20,1,375.0,204,17,20,375.0,204.0,0.6000000000000001,375.0,375.0,0.0,375.0,248.51000000000002,Germany
12651,142,1,114.0,78,9,142,114.0,78.0,0.1744186046511628,0.0,0.0,114.0,-114.0,0.0,France
12652,139,1,919.98,505,48,139,919.98,505.0,0.17751479289940827,0.0,0.0,919.98,-919.98,0.0,France
12653,104,1,779.1,286,16,104,779.1,286.0,0.22388059701492538,0.0,0.0,779.1,-779.1,1430.75,Israel
12654,5,3,337.75,151,19,103,112.58333333333333,50.333333333333336,0.6766917293233082,171.15,171.15,166.6,4.550000000000011,264.23,Germany
12656,11,2,1659.6,673,24,41,829.8,336.5,0.8450704225352113,1659.6,1118.4,0.0,1659.6,2391.57,France
12662,47,4,1344.4,738,59,181,336.1,184.5,0.5687203791469194,746.22,0.0,336.70000000000005,409.52,2505.38,Germany
12664,40,2,1303.58,317,5,130,651.79,158.5,0.375,642.0,0.0,661.58,-19.58000000000004,3578.3,Finland
12665,132,1,63.0,37,3,132,63.0,37.0,0.18518518518518517,0.0,0.0,63.0,-63.0,0.0,Germany
12668,67,3,2924.4700000000003,1334,104,163,974.8233333333334,444.6666666666667,0.46632124352331605,1444.8000000000002,0.0,1479.67,-34.86999999999989,882.6800000000001,Germany
12669,56,2,2272.6,849,70,64,1136.3,424.5,0.6382978723404256,2272.6,0.0,0.0,2272.6,471.43,France
12670,7,2,1026.39,488,28,40,513.195,244.0,0.8571428571428572,1026.39,393.34000000000003,0.0,1026.39,1969.66,France
12672,137,1,225.9,78,10,137,225.9,78.0,0.17964071856287425,0.0,0.0,225.9,-225.9,0.0,France
12673,134,1,220.9,171,23,134,220.9,171.0,0.18292682926829268,0.0,0.0,220.9,-220.9,389.62,Germany
12674,15,1,586.74,222,17,15,586.74,222.0,0.6666666666666666,586.74,586.74,0.0,586.74,1383.8600000000001,France
12676,68,2,707.4,357,17,119,353.7,178.5,0.40268456375838924,197.9,0.0,509.5,-311.6,623.99,Sweden
12678,57,5,3951.84,2512,51,161,790.368,502.4,0.7853403141361257,3377.13,0.0,574.71,2802.42,13676.619999999999,France
12679,13,2,906.38,407,43,91,453.19,203.5,0.49586776859504134,112.32000000000001,112.32000000000001,794.0600000000001,-681.74,206.64000000000001,France
12681,6,12,8044.93,4502,201,175,670.4108333333334,375.1666666666667,1.7560975609756098,2962.4,984.02,5082.53,-2120.1299999999997,5742.61,France
12682,0,11,5277.29,2224,117,179,479.75363636363636,202.1818181818182,1.5789473684210527,2365.15,1300.2,2912.14,-546.9899999999998,7010.93,France
12683,19,9,4417.57,2608,118,173,490.8411111111111,289.77777777777777,1.3300492610837438,2270.15,1014.27,2147.42,122.73000000000002,4059.0,France
12684,5,3,917.1,888,32,21,305.7,296.0,1.7647058823529411,917.1,917.1,0.0,917.1,1366.53,France
12686,179,1,89.14,107,7,179,89.14,107.0,0.14354066985645933,0.0,0.0,89.14,-89.14,0.0,France
12690,13,1,389.01,106,16,13,389.01,106.0,0.6976744186046512,389.01,389.01,0.0,389.01,0.0,France
12691,126,3,406.2,151,13,165,135.4,50.333333333333336,0.46153846153846156,0.0,0.0,406.2,-406.2,629.5999999999999,France
12693,19,3,630.77,221,30,127,210.25666666666666,73.66666666666667,0.5732484076433121,468.72,228.87,162.05,306.67,225.14,Germany
12695,18,1,89.25,33,6,18,89.25,33.0,0.625,89.25,89.25,0.0,89.25,492.85,France
12700,23,1,1092.43,779,62,23,1092.43,779.0,0.5660377358490566,1092.43,1092.43,0.0,1092.43,3847.56,France
12701,50,1,337.08000000000004,246,21,50,337.08000000000004,246.0,0.37499999999999994,337.08000000000004,0.0,0.0,337.08000000000004,460.63,Germany
12705,9,3,3164.1,1736,127,165,1054.7,578.6666666666666,0.46153846153846156,2306.1,984.85,858.0,1448.1,3704.19,Germany
12707,99,1,603.42,256,33,99,603.42,256.0,0.23255813953488372,0.0,0.0,603.42,-603.42,0.0,France
12708,8,5,1338.17,755,54,176,267.634,151.0,0.7281553398058253,857.11,371.95,481.06,376.05,1374.74,Germany
12709,25,7,3927.87,1409,43,174,561.1242857142857,201.28571428571428,1.0294117647058825,732.78,246.07999999999998,3195.09,-2462.3100000000004,5808.65,Germany
12710,9,1,718.96,386,44,9,718.96,386.0,0.7692307692307692,718.96,718.96,0.0,718.96,430.06,Germany
12712,8,8,2267.48,622,48,179,283.435,77.75,1.1483253588516746,1232.05,712.05,1035.43,196.6199999999999,2128.65,Germany
12714,14,2,1761.92,1232,96,102,880.96,616.0,0.45454545454545453,793.62,793.62,968.3,-174.67999999999995,2946.94,France
12717,53,1,609.74,262,31,53,609.74,262.0,0.3614457831325301,609.74,0.0,0.0,609.74,421.24,Greece
12720,0,10,2341.77,1911,118,177,234.177,191.1,1.4492753623188406,1236.44,444.88,1105.33,131.11000000000013,3439.96,Germany
12721,54,3,1107.82,669,61,162,369.2733333333333,223.0,0.46875,366.2,0.0,741.62,-375.42,1548.31,France
12724,140,1,154.9,115,11,140,154.9,115.0,0.1764705882352941,0.0,0.0,154.9,-154.9,876.51,France
12725,179,1,427.8,164,24,179,427.8,164.0,0.14354066985645933,0.0,0.0,427.8,-427.8,0.0,Italy
12726,22,4,1111.28,1497,35,165,277.82,374.25,0.6153846153846154,539.42,223.4,571.86,-32.440000000000055,1497.82,France
12727,89,4,2007.32,1245,79,128,501.83,311.25,0.759493670886076,573.16,0.0,1434.16,-861.0000000000001,1973.38,France
12728,65,3,617.31,256,29,140,205.76999999999998,85.33333333333333,0.5294117647058824,164.05,0.0,453.26,-289.21,219.02,France
12731,20,6,8230.09,4087,73,172,1371.6816666666666,681.1666666666666,0.8910891089108911,3983.76,1381.3,4246.33,-262.5699999999997,10665.82,France
12733,42,1,383.95,137,22,42,383.95,137.0,0.4166666666666667,383.95,0.0,0.0,383.95,0.0,USA
12734,160,1,110.39999999999999,88,4,160,110.39999999999999,88.0,0.15789473684210528,0.0,0.0,110.39999999999999,-110.39999999999999,0.0,France
12735,123,2,779.5699999999999,368,38,145,389.78499999999997,184.0,0.34285714285714286,0.0,0.0,779.5699999999999,-779.5699999999999,0.0,France
12736,140,1,234.0,173,4,140,234.0,173.0,0.1764705882352941,0.0,0.0,234.0,-234.0,0.0,France
12738,180,1,155.35,148,11,180,155.35,148.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,Germany
12744,56,4,10262.65,2480,96,126,2565.6625,620.0,0.7692307692307692,8209.58,0.0,2053.07,6156.51,11016.64,Singapore
12747,6,6,2091.4,708,33,177,348.56666666666666,118.0,0.8695652173913043,771.3100000000001,771.3100000000001,1320.09,-548.7799999999999,2104.61,United Kingdom
12748,0,86,9550.78,5871,881,181,111.05558139534884,68.26744186046511,12.227488151658768,4514.24,2232.4,5027.34,-513.1000000000004,24168.95,United Kingdom
12749,21,1,859.1,262,43,21,859.1,262.0,0.5882352941176471,859.1,859.1,0.0,859.1,3231.78,United Kingdom
12753,56,4,12940.51,7003,87,170,3235.1275,1750.75,0.6,3599.38,0.0,9341.13,-5741.749999999999,8488.88,Japan
12754,43,3,3010.74,6481,49,116,1003.5799999999999,2160.3333333333335,0.6164383561643835,2965.17,0.0,45.57,2919.6,0.0,Japan
12755,88,2,3811.9500000000003,1491,4,173,1905.9750000000001,745.5,0.2955665024630542,17.549999999999997,0.0,3794.4,-3776.85,0.0,Japan
12757,8,5,4202.2300000000005,315,75,19,840.4460000000001,63.0,3.061224489795918,4202.2300000000005,4202.2300000000005,0.0,4202.2300000000005,3654.87,Portugal
12758,84,1,1570.19,1109,56,84,1570.19,1109.0,0.2631578947368421,1570.19,0.0,0.0,1570.19,1221.4,Portugal
12759,83,1,444.8,277,27,83,444.8,277.0,0.26548672566371684,444.8,0.0,0.0,444.8,1086.64,Netherlands
12763,177,1,320.08,196,16,177,320.08,196.0,0.14492753623188406,0.0,0.0,320.08,-320.08,174.0,Japan
12764,124,1,1693.88,386,45,124,1693.88,386.0,0.1948051948051948,0.0,0.0,1693.88,-1693.88,0.0,Lebanon
12766,48,4,4015.71,1870,143,174,1003.9275,467.5,0.5882352941176471,1206.29,0.0,2809.42,-1603.13,2973.92,Portugal
12769,46,1,1143.6,356,32,46,1143.6,356.0,0.39473684210526316,1143.6,0.0,0.0,1143.6,0.0,Brazil
12770,18,1,1351.45,743,12,18,1351.45,743.0,0.625,1351.45,1351.45,0.0,1351.45,0.0,Japan
12775,11,3,744.88,411,29,119,248.29333333333332,137.0,0.6040268456375839,530.4300000000001,294.72,214.45,315.9800000000001,641.16,Netherlands
12778,67,3,408.06,373,24,120,136.02,124.33333333333333,0.6,273.58,0.0,134.48,139.1,414.17,Netherlands
12779,6,6,2974.41,1381,68,179,495.73499999999996,230.16666666666666,0.8612440191387559,1775.83,752.21,1198.58,577.25,1006.95,Poland
12781,92,1,549.26,346,15,92,549.26,346.0,0.24590163934426232,0.0,0.0,549.26,-549.26,277.48,Czech Republic
12782,61,3,1562.95,604,57,165,520.9833333333333,201.33333333333334,0.46153846153846156,415.52000000000004,0.0,1147.43,-731.9100000000001,767.97,Portugal
